Position,Id,Title,Authors,Published Date,Country,Original Language,Page Range,Word Count,Global Rank,Global Score,Genre Categories,Subject Categories,Location Categories
203,230,U.S.A. Trilogy,John Dos Passos,1930,American,English,1200-1500,310000,203,1269,"Experimental, Fiction, Historical fiction, Literary Fiction, Modernist, Postmodern, Social & Cultural Fiction","American dream, Disillusionment, Economics, Individualism, Industrialization, Labor movement, Modernity, Social Class, World War I","Chicago, New York, United States"
204,1497,Communist Manifesto,"Karl Marx, Friedrich Engels",1848,German,German,30-40,19000,204,1268,"Nonfiction, Political, Social & Cultural Fiction, philosophical","American History, Class Struggle, Economics, Exploitation, Historical Materialism, History, Political Ideologies, Proletariat, Revolution, Socialism, bourgeoisie","Germany, United Kingdom"
205,731,The Autobiography of Malcolm X,Alex Haley,1965,American,English,460-500,134000,205,1267,"Autobiography, Biography, Cultural, Nonfiction, Political","Activism, African American History, American History, Civil rights, Empowerment, Family, History, Identity, Injustice, Racism, Transformation","Boston, Harlem, Lansing, Massachusetts, Mecca, Michigan, Nebraska, New York, New York City, Omaha, Saudi Arabia, United States"
206,2,All the King's Men,Robert Penn Warren,1946,American,English,400-500,286000,206,1249,"Fiction, Literary Fiction, Political, Social & Cultural Fiction, Tragedy","Ambition, Betrayal, Friendship, Guilt, Idealism, Politics, Power, Redemption, Southern Gothic, corruption, morality","Louisiana, Southern US, United States"
207,63,Never Let Me Go,Kazuo Ishiguro,2005,British,English,288,88500,208,1249,"Drama, Fiction, Literary Fiction, Psychological, Science fiction, Social & Cultural Fiction, Speculative Fiction, Travel","Cloning, Education, Ethics, Friendship, Humanity, Memory, Mortality, health","England, Fictional Location"
208,2292,Bonjour Tristesse,Francoise Sagan,1954,French,French,100-200,30000,207,1249,"Coming of age, Contemporary, Drama, Fiction, Literary Fiction, Psychological","Adolescence, Family, Family dynamics, Freedom, Grief, Guilt, Jealousy, Love, Revenge, Teenagers, Women's Studies, relationships","France, Riviera"
209,348,A Confederacy of Dunces,John Kennedy Toole,1980,American,English,300-400,121000,209,1241,"Absurdist, Fiction, Humor, Postmodern, Satire, Social & Cultural Fiction","Ambition, Comedy, Eccentricity, Failure, Family, Friendship, Society, Work, isolation","Louisiana, New Orleans, United States"
210,14,Blood Meridian,Cormac McCarthy,1985,American,English,300-350,98000,210,1239,"Dark, Fiction, Historical fiction, Literary Fiction, Picaresque, Westerns, philosophical","Chaos, Existentialism, Manifest Destiny, Survival, Violence, human nature, isolation, morality","Mexico, United States"
211,539,A Christmas Carol,Charles Dickens,1843,British,English,28-116,28945,211,1229,"Allegorical, Fiction, Inspirational, Supernatural, Victorian","Christmas Spirit, Family, Generosity, History, Holidays, Poverty, Redemption, Regret, Transformation, compassion","England, Great Britain, London"
212,537,Anne of Green Gables,L. M. Montgomery,1908,Canadian,English,300-400,97000,212,1222,"Children's books, Coming of age, Family & Relationships, Fiction, Historical fiction, Literary Fiction","Adoption, Community, Country life, Dreams, Education, Family, Farm life, Friendship, Growth, Interpersonal relations, Juvenile, Teachers, imagination, orphans","Canada, Prince Edward Island"
213,634,Disgrace,J. M. Coetzee,1999,South African,English,220,79000,213,1222,"Drama, Fiction, Literary Fiction, Realistic Fiction, Social & Cultural Fiction, Tragedy","Academia, Animals, Ethics, Family, Justice, Power, Rape, Redemption, Sexual Misconduct, Shame, Violence, race","Africa, Eastern Cape, South Africa"
214,2298,The Murder of Roger Ackroyd,Agatha Christie,1926,British,English,300-400,58000,214,1211,"Crime, Fiction, Mystery, Psychological, Thriller & Suspense","Betrayal, Blackmail, Deception, Detective, Family, Investigation, Murder, Novela, Psychology, secrets","England, Fictional Location"
215,370,The Road,Cormac McCarthy,2006,American,English,287,58000,215,1209,"Apocalyptic, Dystopian, Fiction, Literary Fiction, Post Apocalyptic, Speculative Fiction, Tragedy","Despair, Fatherhood, Hope, Humanity, Memory, Mortality, Survival, isolation",United States
216,2259,East of Eden,John Steinbeck,1952,American,English,600-800,225000,216,1204,"Coming of age, Fiction, Good and evil, Historical fiction, Literary Fiction, Social & Cultural Fiction","Family, Family dynamics, Free will, Guilt, Identity, Inheritance, Jealousy, Redemption","California, Massachusetts, Salinas, San Francisco, United States"
217,2123,A Wizard of Earthsea,Ursula K. Le Guin,1968,American,English,180-205,56000,217,1203,"Adventure, Coming of age, Fantasy, Fiction, High Fantasy, Speculative Fiction","Balance, Dragons, Juvenile, Magic, Power, Responsibility, Self-discovery, Wizards",Fictional Location
218,3348,The Haunting of Hill House,Shirley Jackson,1959,American,English,182-246,80274,218,1202,"Fiction, Gothic, Horror, Mystery, Psychological, Speculative Fiction","Death, Family, Ghosts, Haunting, Madness, Paranormal, Psychological Distress, fear, isolation","Fictional Location, New England"
219,173,Women in Love,D. H. Lawrence,1920,British,English,400-500,134000,219,1200,"Drama, Fiction, Literary Fiction, Modernist, Psychological, Social & Cultural Fiction","Desire, Freedom, Friendship, Identity, Industrialization, Love, Marriage, Nature, conflict, relationships","England, Midlands"
220,911,The Life of Samuel Johnson,James Boswell,1791,British,English,1400-1500,208000,220,1198,"Biography, Mythological, Nonfiction, Travel, Victorian","Criticism, Friendship, History, Intellectualism, Society, morality","England, Great Britain, London, Scotland, United Kingdom"
221,49,"The Lion, The Witch and the Wardrobe",C. S. Lewis,1950,British,English,100-200,38867,221,1191,"Adventure, Children's books, Fantasy, Fiction, High Fantasy, Speculative Fiction","Animals, Betrayal, Childhood and youth, Courage, Good vs. Evil, Juvenile, Magic, Mythical Creatures, Redemption, Sacrifice","England, Fictional Location"
222,243,Of Human Bondage,W. Somerset Maugham,1915,British,English,600-700,250000,222,1163,"Coming of age, Fiction, Literary Fiction, Social & Cultural Fiction, Tragedy, philosophical","Ambition, Despair, Freedom, Friendship, Hope, Identity, Love, Self-discovery, Suffering","England, France, London, Paris"
223,244,The House of Mirth,Edith Wharton,1905,American,English,350-400,140391,223,1159,"Drama, Fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","Ambition, Marriage, Social status, Society, Wealth, class, gender roles","New York, New York City, United States"
224,451,Hunger,Knut Hamsun,1890,Norwegian,Norwegian,100-300,64000,224,1159,"Allegorical, Dark, Fiction, Literary Fiction, Psychological, Social & Cultural Fiction","Creativity, Desperation, Existentialism, Hunger, Mental Health, Poverty, Pride, Struggle, Survival, isolation, realism","Norway, Oslo"
225,338,Persuasion,Jane Austen,1817,British,English,230-300,87022,225,1154,"Drama, Fiction, Literary Fiction, Regency, Romance, Social & Cultural Fiction","Duty, Family, Love, Marriage, Persuasion, Reconciliation, Regret, Siblings, Social Class, relationships","Bath, England, Great Britain"
226,882,Democracy in America,Alexis de Tocqueville,1835,French,French,300-900,700000,226,1152,"Cultural, Nonfiction, Political, philosophical","American History, Democracy, History, Humanities, Philosophy, Political Ideologies, Social sciences","France, United States"
227,458,Zorba the Greek,Nikos Kazantzakis,1946,Greek,Greek,300-500,70000,227,1149,"Drama, Fiction, Literary Fiction, Social & Cultural Fiction, Travel, philosophical","Death, Existentialism, Freedom, Friendship, Humanity, Love, Music, Passion, Philosophy, Work","Crete, Greece"
228,1067,The Republic,Plato,-379,Greek,Ancient greek,300-500,118000,228,1142,"Ancient, Nonfiction, Political, philosophical","Education, Government, History, Justice, Philosophy, Society, Truth, Virtue, morality","Ancient Greece, Athens, Utopia"
229,1595,The Tempest,William Shakespeare,1623,British,English,70-100,17000,229,1141,"Drama, Fantasy, Fiction, Plays, Sailors & The Sea, Speculative Fiction","Betrayal, Family, Forgiveness, Freedom, Power, Redemption, Revenge, colonialism","Fictional Location, Italy"
230,2446,Nausea,Jean Paul Sartre,1938,French,French,150-250,70000,230,1141,"Dark, Existentialist, Fiction, Literary Fiction, Social & Cultural Fiction, philosophical","Alienation, Consciousness, Despair, Existentialism, Freedom, Human Condition, Philosophy, Self-awareness","Bouville, France"
231,2803,The Turn of the Screw,Henry James,1898,American,English,120-200,42960,231,1134,"Fiction, Gothic, Horror, Mystery, Psychological, Speculative Fiction","Ghosts, Innocence, Madness, Perception, childhood, corruption, fear, isolation","England, United States"
232,2440,A Season in Hell,Arthur Rimbaud,1873,French,French,50-100,5000,232,1133,"Allegorical, Dark, Experimental, Fiction, Literary Fiction, Poetry, Surreal","Despair, Existence, Madness, Redemption, Salvation, Sin, Suffering, rebellion",France
233,597,2666,Roberto Bolaño,2004,Chilean,Spanish,900-1100,325000,233,1126,"Encyclopedic, Experimental, Fiction, Literary Fiction, Postmodern, Psychological, Social & Cultural Fiction","Academia, Death, History, Journalism, Madness, Murder, Obsession, Violence, War","Mexico, Santa Teresa"
234,148,Finnegans Wake,James Joyce,1939,Irish,English,590-628,215000,234,1124,"Encyclopedic, Experimental, Fiction, Literary Fiction, Modernist, Postmodern, Surreal","Consciousness, Dreams, Family, History, Identity, Language & Writing, Mythology, Time, stream of consciousness","Dublin, Ireland"
235,561,The Secret History,Donna Tartt,1992,American,English,523,223000,235,1123,"Crime, Drama, Fiction, Literary Fiction, Mystery, Psychological","Betrayal, Classics, Friendship, Guilt, Murder, Obsession, academic, isolation, morality, secrets","United States, Vermont"
236,418,Collected Poems of W. B. Yeats,William Butler Yeats,1933,Irish,English,576,,236,1120,"Allegorical, Dark, Fiction, Literary Fiction, Poetry, Religion & Spirituality","Aging, History, Identity, Irish nationalism, Love, Mysticism, Mythology, Nature",Ireland
237,1129,Invisible Cities,Italo Calvino,1972,Italian,Italian,165,36000,237,1119,"Allegorical, Fiction, Literary Fiction, Postmodern, Surreal, Travel, philosophical","Communication, Human Experience, Identity, Memory, Perception, Time, imagination",Fictional Location
238,93,Tropic of Cancer,Henry Miller,1934,American,English,300-400,80000,238,1117,"Allegorical, Erotica, Experimental, Fiction, Literary Fiction, Postmodern, Social & Cultural Fiction","Alienation, Bohemianism, Existentialism, Friendship, Poverty, Sex, Struggle","France, New York, Paris"
239,364,The Amazing Adventures of Kavalier and Clay,Michael Chabon,2000,American,English,639,216000,239,1116,"Adventure, Fiction, Historical fiction, Literary Fiction, Magical Realism, Postmodern","Alternate History, Dreams, Escape, Heroism, Identity, Jewish, Survival, War","New York, New York City, United States"
240,2398,Death of Virgil,Hermann Broch,1945,Austrian,German,400-500,153000,240,1109,"Allegorical, Dark, Experimental, Fiction, Literary Fiction, Social & Cultural Fiction, philosophical",Death,"Brundisium, Italy, Rome"
241,738,Out of Africa,Isak Dinesen,1937,Danish,Danish,300-400,104960,241,1102,"Cultural, Memoir, Nonfiction, Social & Cultural Fiction, Travel","Cultural exchange, Freedom, Friendship, Identity, Loss, Memory, Nature, colonialism, isolation","Africa, Kenya, Southern Africa, Sub-Saharan Africa"
242,149,The Jungle,Upton Sinclair,1906,American,English,300-500,154000,242,1100,"Drama, Fiction, Literary Fiction, Political, Social & Cultural Fiction, Travel","Despair, Economics, Exploitation, Family, Immigration, Industrialization, Labor, Poverty, Socialism, corruption","Chicago, Illinois, United States"
243,544,The Stand,Stephen King,1978,American,English,823-1152,472000,243,1096,"Apocalyptic, Dystopian, Fiction, Horror, Post Apocalyptic, Science fiction, Speculative Fiction","Community, Disease, Good vs Evil, Power, Redemption, Survival, fear, human nature, isolation, morality","Boulder, Colorado, Las Vegas, United States"
244,1694,Malone Dies,Samuel Beckett,1951,Irish,French,100-200,31000,244,1092,"Allegorical, Dark, Existentialist, Experimental, Fiction, Literary Fiction, Postmodern, Social & Cultural Fiction","Death, Despair, Existence, Madness, Memory, Philosophy, Storytelling, imagination, isolation",Fictional Location
245,143,The World According to Garp,John Irving,1978,American,English,437-609,191473,245,1092,"Coming of age, Dark, Fiction, Humor, Literary Fiction, Social & Cultural Fiction","Death, Feminism, Infidelity, Parenthood, Sexuality, Violence, writing","Fictional Location, United States"
246,58,The Moviegoer,Walker Percy,1961,American,English,224,60000,246,1091,"Allegorical, Fiction, Literary Fiction, Postmodern, Social & Cultural Fiction, philosophical","Alienation, Existentialism, Family, Mental Health, Movies, Psychology & Mental Health, Search for Meaning, Southern Gothic, relationships","Louisiana, New Orleans, United States"
247,2573,The Forsyte Saga,John Galsworthy,1906,British,English,872,555000,247,1087,"Fiction, Historical fiction, Literary Fiction, Sagas, Social & Cultural Fiction, Victorian","Divorce, Family, Family dynamics, Infidelity, Inheritance, Love, Marriage, Social Class, Wealth, property","England, London"
248,284,Austerlitz,W. G. Sebald,2001,German,German,200-300,128000,248,1084,"Experimental, Fiction, Historical fiction, Literary Fiction, Postmodern, philosophical","Architecture, Displacement, European History, History, Holocaust, Jews, Loss, Memory, Trauma, War, orphans","Belgium, Czech Republic, England, Germany, Prague"
249,473,The Book of Disquiet,Fernando Pessoa,1982,Portuguese,Portuguese,240-544,80000,249,1084,"Diaries & Journals, Experimental, Fiction, Literary Fiction, Postmodern, philosophical","Alienation, Dreams, Existence, Introspection, Melancholy, Philosophy, Solitude, imagination","Lisbon, Portugal"
250,454,Franz Kafka,Franz Kafka,1971,Czech,Unknown,450-550,,250,1082,"Absurdist, Allegorical, Dark, Fiction, Literary Fiction, Surreal, philosophical","Alienation, Authority, Bureaucracy, Classics, Justice, Paranoia, Power, Short stories, isolation, metamorphosis",Fictional Location
251,2286,The Tartar Steppe,Dino Buzzati,1940,Italian,Italian,200-300,60000,251,1082,"Allegorical, Dark, Drama, Fiction, Literary Fiction, Psychological","Ambition, Despair, Disillusionment, Duty, Existentialism, Hope, Time, War, isolation",Fictional Location
252,949,Uncle Tom's Cabin,Harriet Beecher Stowe,1852,American,English,300-500,166622,252,1072,"Banned books, Fiction, Historical fiction, Literary Fiction, Political, Social & Cultural Fiction","African American History, Empathy, Family, Freedom, History, Injustice, Racism, Resistance, Slavery, Suffering, morality","Kentucky, Louisiana, Ohio, Southern US, United States"
253,530,The Gulag Archipelago,Aleksandr Solzhenitsyn,1973,Russian,Russian,1600-2200,660000,253,1070,"Memoir, Nonfiction, Political, True Story, philosophical","History, Human rights, Injustice, Memory, Political Ideologies, Prisoners, Reportage, Resistance, Suffering, Survival, Truth, oppression","Gulag, Russia, Soviet Union"
254,572,The Godfather,Mario Puzo,1969,American,English,400-500,141000,254,1050,"Crime, Fiction, Literary Fiction, Social & Cultural Fiction, Thriller & Suspense","Betrayal, Family, Family dynamics, Honor, Loyalty, Mafia, Novela, Power, Revenge, Violence, corruption","New York, United States"
255,197,Dangerous Liaison,Pierre Choderlos de Laclos,1782,French,French,400-500,175000,255,1047,"Fiction, Gothic, Literary Fiction, Literary Letters, Social & Cultural Fiction, Tragedy","Betrayal, Deception, Intrigue, Love, Manipulation, Revenge, Seduction, Sports & Outdoors, morality, relationships",France
256,2462,Siddhartha,Hermann Hesse,1922,German,German,152,50000,256,1046,"Allegorical, Coming of age, Fiction, Literary Fiction, Religion & Spirituality, philosophical","Christianity, Enlightenment, Friendship, Hinduism, Identity, Nature, Self-discovery, Suffering, Wisdom","Fictional Location, Germany, India"
257,440,Medea,Euripides,-431,Greek,Ancient greek,30-50,,257,1037,"Drama, Fiction, Mythological, Plays, Tragedy","Betrayal, Children, Exile, History, Infidelity, Justice, Love, Marriage, Revenge, Sorcery, gender roles","Corinth, Greece"
258,944,Oblomov,Ivan Goncharov,1859,Russian,Russian,200-600,200000,258,1036,"Allegorical, Fiction, Literary Fiction, Social & Cultural Fiction, Tragedy, philosophical","Existentialism, Family, Friendship, Inertia, Love, Procrastination, Society, change, class","Russia, Saint Petersburg"
259,523,The Double Helix,James D. Watson,1968,American,English,200-300,64000,259,1032,"Biography, Cultural, Memoir, Nonfiction, Technical","Collaboration, DNA Structure, Discovery, Genetics, History, History Of Science, Innovation, Research, Science, competition","Cambridge, England, United States"
260,1,The Adventures of Augie March,Saul Bellow,1953,American,English,500-600,156000,260,1030,"Coming of age, Fiction, Literary Fiction, Picaresque, Social & Cultural Fiction","Adversity, Ambition, Family, Freedom, Friendship, Identity, Individualism, Society","Chicago, Illinois, Mexico, United States"
261,58903,The Epic Of Gilgamesh,Unknown,-2100,Multiple,Akkadian,50-100,,261,1029,"Adventure, Fiction, Mythological, Poetry, Tragedy, epic","Civilization, Divine Intervention, Friendship, Heroism, Legacy, Mortality, Nature, Wisdom","Babylon, Fictional Location, Iraq, Mesopotamia, Uruk"
262,227,Darkness at Noon,Arthur Koestler,1940,British,German,200-300,80000,262,1026,"Dystopian, Fiction, Literary Fiction, Political, Psychological, Speculative Fiction","Betrayal, Guilt, Ideology, Interrogation, Justice, Political Repression, Power, Revolution, Totalitarianism, morality","Fictional Location, Soviet Union"
263,2653,The Chronicles of Narnia,C. S. Lewis,1950,British,English,100-250,778045,263,1023,"Adventure, Allegorical, Fantasy, Fiction, Folklore & Fairy Tales, High Fantasy, Religion & Spirituality, Speculative Fiction","Christianity, Courage, Faith, Good vs. Evil, Redemption, Sacrifice","Fictional Location, London"
264,74,The Power and the Glory,Graham Greene,1940,British,English,200-300,71000,264,1014,"Allegorical, Fiction, Historical fiction, Literary Fiction, Religion & Spirituality, Social & Cultural Fiction","Catholicism, Despair, Faith, Martyrdom, Persecution, Redemption, Sin, corruption, isolation","Mexico, Tabasco, United States"
265,1282,The Shining,Stephen King,1977,American,English,447-659,163000,265,1014,"Fiction, Horror, Mystery, Psychological, Speculative Fiction, Supernatural, Thriller & Suspense","Family, Madness, Murder, Psychic abilities, Violence, alcoholism, isolation",Fictional Location
266,3177,The Radetzky March,Joseph Roth,1932,Austrian,German,300-400,100000,266,1005,"Allegorical, Fiction, Historical fiction, Literary Fiction, Social & Cultural Fiction, Tragedy","Decline, Duty, Family, Honor, Imperialism, Loyalty, Military, War, class, tradition","Austria, Austria-Hungary, Europe, Hungary"
267,6,"Are You There God? It's Me, Margaret",Judy Blume,1970,American,English,150-200,25000,267,1003,"Coming of age, Family & Relationships, Fiction, Realistic Fiction, Young adult","Adolescence, Conduct of life, Correspondence, Family, Family dynamics, Friendship, Jews, Missionaries, Self-discovery, Teenagers, Youth, puberty","Farbrook, New Jersey, New York, United States"
268,2294,"Life, a User's Manual",Georges Perec,1978,French,French,500-600,156000,268,1001,"Encyclopedic, Experimental, Fiction, Literary Fiction, Picaresque, Postmodern","Existence, History, Human Condition, Identity, Interconnectedness, Memory, Routine, Time, isolation","France, Paris"
269,224,Nostromo,Joseph Conrad,1904,British,English,500-600,170000,269,997,"Allegorical, Fiction, Historical fiction, Literary Fiction, Modernist, Political","Betrayal, Exploitation, Loyalty, Politics, Power, Revolution, Wealth, class, colonialism, corruption, greed",Fictional Location
270,185,Babbitt,Sinclair Lewis,1922,American,English,300-400,95000,270,997,"Fiction, Literary Fiction, Political, Satire, Social & Cultural Fiction","Business, Conformity, Disillusionment, Family, Friendship, History, Marriage, Materialism, Middle class, Social status, realism","Fictional Location, United States"
271,174,"Look Homeward, Angel",Thomas Wolfe,1929,American,English,500-600,209000,271,993,"Coming of age, Drama, Family & Relationships, Fiction, Literary Fiction, Social & Cultural Fiction","Ambition, Death, Dreams, Education, Family, Family dynamics, Grief, History, Love, Memory, Southern Gothic","Asheville, North Carolina, United States"
272,3154,Life and Fate,Vasily Grossman,1980,Russian,Russian,800-900,290000,272,993,"Fiction, Historical fiction, Literary Fiction, Political, Psychological, Social & Cultural Fiction, philosophical","European History, Family, Family dynamics, Freedom, History, Hope, Humanity, Political Ideologies, Suffering, Survival, War, morality","Russia, Stalingrad"
273,459,Independent People,Halldor Laxness,1934,Icelandic,Icelandic,400-500,200000,273,990,"Allegorical, Drama, Fiction, Literary Fiction, Pastoral, Social & Cultural Fiction","Family, Farm life, Hardship, Poverty, Regional & Cultural, Resilience, Sheep Farming, Struggle, Survival, isolation, tradition","Europe, Germany, Iceland, Independence"
274,1491,Thus Spake Zarathustra,Friedrich Nietzsche,1883,German,German,300-500,64000,274,986,"Allegorical, Experimental, Fiction, Literary Fiction, Postmodern, philosophical","Eternal Recurrence, Existentialism, Individualism, Nihilism, Overman (Übermensch), Will to Power, morality","Fictional Location, Germany"
275,2607,The Waves,Virginia Woolf,1931,British,English,200-300,83000,275,985,"Experimental, Fiction, Literary Fiction, Modernist, Poetry, Social & Cultural Fiction","Death, Existence, Friendship, Memory, Nature, Psychology & Mental Health, Self-discovery, Time, Women's Studies, change, isolation, stream of consciousness",England
276,60,Naked Lunch,William S. Burroughs,1959,American,English,200-250,58950,276,985,"Absurdist, Banned books, Experimental, Fiction, Picaresque, Postmodern, Social & Cultural Fiction","Addiction, Alienation, Control, Freedom, Identity, Madness, Paranoia, corruption","Fictional Location, Mexico, Morocco, Tangier, United States"
277,245,The Alexandria Quartet,Lawrence Durrell,1957,British,English,884,495000,277,982,"Fiction, Historical fiction, Literary Fiction, Modernist, Postmodern, Social & Cultural Fiction, philosophical","Betrayal, Espionage, Friendship, Love, Memory, Politics, Sexuality","Alexandria, Egypt"
278,1688,The Confessions of Jean-Jacques Rousseau,Jean-Jacques Rousseau,1782,French,French,600-800,267000,278,977,"Autobiography, Diaries & Journals, Memoir, Nonfiction, philosophical","Education, Friendship, History, Identity, Individualism, Nature, Philosophy, Self-reflection, Society, morality","France, Paris"
279,2644,A Hero of Our Time,Mikhail Lermontov,1840,Russian,Russian,150-200,64000,279,976,"Fiction, Historical fiction, Literary Fiction, Picaresque, Psychological, philosophical","Betrayal, Duel, Fate, Friendship, Honor, Love, Psychology","Caucasus, Russia"
280,2153,A Tree Grows in Brooklyn,Betty Smith,1943,American,English,300-500,145092,280,969,"Coming of age, Drama, Fiction, Literary Fiction, Social & Cultural Fiction","Adolescence, Dreams, Education, Family, Family dynamics, History, Immigration, Novela, Poverty, Resilience, Teenagers, alcoholism, class, gender","Brooklyn, New York, United States"
281,3149,The Lover,Marguerite Duras,1984,French,French,117-148,42000,281,969,"Coming of age, Family & Relationships, Fiction, Literary Fiction, Memoir, Social & Cultural Fiction","Family, Love, Memory, Poverty, Sexuality, colonialism, race","France, Vietnam"
282,37,Gravity's Rainbow,Thomas Pynchon,1973,American,English,760-776,305000,282,968,"Allegorical, Encyclopedic, Experimental, Fiction, Literary Fiction, Picaresque, Postmodern, Surreal","Chaos, Conspiracy, Death & Grief, Entropy, Identity, Paranoia, Power, Sexuality, Technology, War, stream of consciousness","Europe, Germany, London, United Kingdom, United States"
283,2142,The Left Hand Of Darkness,Ursula K. Le Guin,1969,American,English,300-350,97000,283,967,"Fiction, Science fiction, Soft Science Fiction, Speculative Fiction, philosophical","Betrayal, Culture, Diplomacy, Friendship, Politics, Survival, Trust, gender, isolation",Fictional Location
284,429,The Time Machine,H. G. Wells,1895,British,English,80-120,32000,284,964,"Dystopian, Fiction, Literary Fiction, Science fiction, Speculative Fiction","Class Struggle, Decay, Evolution, Future, Humanity, Survival, Technology, Time travel",Fictional Location
285,42,Herzog,Saul Bellow,1964,American,English,300-400,103000,285,962,"Fiction, Literary Fiction, Postmodern, Psychological, Social & Cultural Fiction, philosophical","Divorce, Grief, Infidelity, Intellectualism, Love, Mental Health, Redemption, Self-discovery","Chicago, Massachusetts, New York, New York City, United States"
286,141,The Call of the Wild,Jack London,1903,American,English,60-100,32000,286,961,"Adventure, Coming of age, Fiction, Historical fiction, Literary Fiction","Adaptation, Domination, Freedom, History, Instinct, Loyalty, Nature, Primitivism, Survival","Alaska, Canada, United States, Wilderness, Yukon"
287,461,Pippi Longstocking,Astrid Lindgren,1945,Swedish,Swedish,100-200,30000,287,958,"Adventure, Children's books, Fiction, Humor, Realistic Fiction","Animals, Conduct of life, Family, Friendship, Juvenile, Nonconformity, Strength, childhood, imagination, orphans","Fictional Location, Independence"
288,431,Foundation,Isaac Asimov,1951,American,English,200-300,70000,288,953,"Dystopian, Fiction, Hard Science Fiction, Science fiction, Space Opera, Speculative Fiction","Alternate History, Crisis, Empire, Future, Politics, Power, Psychohistory, Science, Technology, Trade",Fictional Location
289,2561,The Posthumous Memoirs of Bras Cubas,Machado de Assis,1881,Brazilian,Portuguese,160-320,68000,289,953,"Fiction, Literary Fiction, Picaresque, Postmodern, Satire, Social & Cultural Fiction, philosophical","Death, Existentialism, Family, Friendship, Love, Madness, Memory, Philosophy, Politics, Social Class","Brazil, Rio de Janeiro"
290,232,The Ambassadors,Henry James,1903,American,English,400-500,112000,290,950,"Coming of age, Fiction, Literary Fiction, Modernist, Social & Cultural Fiction, philosophical","Culture, Duty, History, Love, Marriage, Society, Transformation, morality, relationships","France, Paris, United States"
291,653,The Complete Stories of Flannery O'Connor,Flannery O'Connor,1971,American,English,500-600,,291,943,"Dark Humor, Fiction, Gothic, Literary Fiction, Short Story Collection, Social & Cultural Fiction","Family, Grace, Identity, Prejudice, Redemption, Southern Culture, Southern Gothic, Violence, human nature, isolation, morality","Fictional Location, Georgia, Southern US, Southern United States"
292,169,Bonfire of the Vanities,Tom Wolfe,1987,American,English,600-700,190000,292,942,"Crime, Fiction, Literary Fiction, Political, Satire, Social & Cultural Fiction","Adultery, Ambition, Finance, Justice, Politics, Racism, Social Class, corruption, greed","Media, New York, New York City, United States"
293,941,The Pickwick Papers,Charles Dickens,1836,British,English,800-1000,183349,293,938,"Fiction, Humor, Literary Fiction, Picaresque, Social & Cultural Fiction, Victorian","Debt, Friendship, Justice, Law, Marriage, Mischief, Society","England, London"
294,218,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,1886,British,English,64-178,25000,294,927,"Fiction, Gothic, Horror, Mystery, Psychological, Speculative Fiction","Addiction, Conduct of life, Duality, Guilt, Medicine, Repression, Science, Scientists, Transformation, Violence, morality","England, London"
295,2105,Nightwood,Djuna Barnes,1936,American,English,160-200,50000,295,925,"Experimental, Fiction, Gothic, Literary Fiction, Modernist, Social & Cultural Fiction, Surreal","Alienation, Despair, Lgbtq+, Love, Madness, Obsession, Sexuality, Women's Studies, gender, loneliness, relationships","France, Paris"
296,598,Oresteia,Aeschylus,-458,Greek,Ancient greek,150-200,24000,296,925,"Ancient, Drama, Mythological, Plays, Poetry, Tragedy","Betrayal, Curses, Divine Intervention, Family, Guilt, Justice, Murder, Redemption, Revenge, Sacrifice, Trial","Athens, Greece"
297,497,The House of the Spirits,Isabel Allende,1982,Chilean,Spanish,400-500,145000,297,922,"Family & Relationships, Fiction, Historical fiction, Literary Fiction, Magical Realism, Social & Cultural Fiction","Death, Family, Family dynamics, Love, Magic, Memory, Politics, Revolution, Violence, class, gender","Chile, United States"
298,488,The Death of Ivan Ilyich,Leo Tolstoy,1886,Russian,Russian,50-150,22000,298,918,"Allegorical, Fiction, Literary Fiction, Social & Cultural Fiction, Tragedy, philosophical","Alienation, Authenticity, Denial, Existentialism, Family, Family dynamics, Mortality, Social status, Suffering","Russia, Saint Petersburg"
299,176,The Autobiography of Alice B. Toklas,Gertrude Stein,1933,American,English,200-300,64500,299,917,"Biography, Experimental, Memoir, Modernist, Nonfiction, Social & Cultural Fiction","Creativity, Culture, Friendship, Identity, Innovation, Literature","France, Paris"
300,231,"Winesburg, Ohio",Sherwood Anderson,1919,American,English,200-300,52000,300,914,"Fiction, Literary Fiction, Modernist, Realistic Fiction, Short Story Collection, Social & Cultural Fiction","Alienation, Communication, Dreams, Family, Family dynamics, Human Condition, Identity, Small-town life, isolation, loneliness","Ohio, United States, Winesburg"
301,885,Leviathan,Thomas Hobbes,1651,British,English,300-500,150000,301,914,"Nonfiction, Political, philosophical","Authority, Civil Society, European History, Government, History, Law, Power, Social contract, Sovereignty, State of Nature, human nature",England
302,1318,Man's Search for Meaning,Viktor Frankl,1946,Austrian,German,100-200,42000,302,912,"Counselling, Memoir, Nonfiction, Religion & Spirituality, philosophical","Existentialism, Freedom, Hope, Humanity, Psychotherapy, Purpose, Resilience, Suffering","Auschwitz, Poland"
303,172,Wings of the Dove,Henry James,1902,American,English,400-500,150000,303,911,"Fiction, Literary Fiction, Psychological, Social & Cultural Fiction, Tragedy, Victorian","Deception, Friendship, Illness, Inheritance, Interpersonal relations, Love, Manipulation, Wealth, morality","England, Italy, London, Venice"
